,return_1m,turn_1m,std_1m,std_FF3factor_1m
2023-04-28,0.008649570686456057,-0.07789355369904902,-0.12097616962596795,-0.14664452287338203
2023-05-31,-0.027283700082135973,0.024546845899902643,0.025501248182423546,0.02074110680251894
2023-06-30,-0.15184362788998046,-0.16277440597984716,-0.2612377547986931,-0.2670172327660285
2023-07-31,0.02675419095233302,-0.04298845546012032,-0.0790881482406512,-0.06285875468972746
2023-08-31,0.015770025048548235,-0.06108181031890963,-0.14281256015415347,-0.12918559321835668
2023-09-28,0.10886590334193609,0.0009911143220335192,-0.020958911490334485,-0.0072293482384723955
2023-10-31,-0.06970657045872902,-0.1768240653310981,-0.17646845059073393,-0.16274276798085094
2023-11-30,0.07818118408430075,-0.05061458816447548,-0.020665389752192766,-0.019111092370726633
2023-12-29,0.10453501630780875,0.011490698660821325,-0.08775977689543346,-0.04313757776561381
2024-01-31,-0.008780216896338186,0.01018344081163232,-0.025415073392164242,0.13421134794858644
2024-02-29,-0.25117391675168077,0.05393222737416611,0.17831984658406128,-0.10517975407571027
2024-03-29,-0.09338319462494081,-0.24610146017627266,-0.3046514588818743,-0.22333012503919358
2024-04-30,0.15965515297834856,-0.04122404668482869,-0.05667803737180892,-0.04952015972058406
2024-05-31,0.10775296197168374,-0.02527693084673856,-0.11795711288183247,-0.07421699616521782
2024-06-28,-0.15283250494598968,0.04131091138990269,0.06274157996081575,-0.02952959290113084
2024-07-31,-0.06543711391269222,-0.12181228366944864,-0.13088304027960093,-0.12407577157720355
2024-08-30,-0.14839140023257094,0.0008655202916688109,0.07681309173415314,0.026805510936272238
2024-09-30,0.15990083231820473,0.07337105803126254,0.14121102053687828,0.09388378684098946
2024-10-31,-0.18312613216896154,-0.15900897278245946,-0.12597259611014427,-0.24029484744844745
