,return_1m,turn_1m,std_1m,std_FF3factor_1m
2015-10-30,0.10254882254488662,0.10253476777492174,0.10255369216090535,0.1025373755680361
2015-11-30,0.06957946967306565,0.06957260614141579,0.0695668252794843,0.06957376977407649
2015-12-31,-0.2999329276522532,-0.2999329276522532,-0.2999329276522532,-0.2999329276522532
2016-01-29,-0.017571599358244795,-0.01756953878581471,-0.017573089676333253,-0.017573579186537066
2016-02-29,0.20201589823268526,0.20200821941195996,0.20201723271382913,0.2020133173018849
2016-03-31,-0.00798377317826576,-0.00798435499786356,-0.007984549408923854,-0.007986765233158343
2016-04-29,-0.013728247133187849,-0.013736264499475227,-0.013732003246676023,-0.013736412044696797
2016-05-31,0.057160326420979825,0.057151818202296256,0.05715717130386574,0.05715607946874947
2016-06-30,-0.005250828108367823,-0.005251673723496485,-0.0052560385607329976,-0.005254808008036615
2016-07-29,0.049910992801204736,0.049911301757014755,0.04991211030189601,0.04990908724867999
2016-08-31,-0.007274732535073901,-0.0072763315749946435,-0.007280577943866344,-0.007276363999778655
2016-09-30,0.03633749426926212,0.03633922413153064,0.036340415068236466,0.03633908493527891
2016-10-31,0.029228687859441826,0.029224998538720987,0.029228697600386898,0.02922950026692575
2016-11-30,-0.04743970442690855,-0.04744392541570771,-0.0474437642456591,-0.04744428949413426
2016-12-30,-0.023590059090092597,-0.023590669922278113,-0.02359215494671697,-0.023591803677186975
2017-01-26,0.04046310726791932,0.04046310726791932,0.04046310726791932,0.04046310726791932
2017-02-28,-0.0211088185852396,-0.021111874948342754,-0.02111079262748935,-0.02110991249604143
2017-03-31,-0.05714525831213646,-0.057133206083395414,-0.057139168080712496,-0.05713787449211636
2017-04-28,-0.07088402979143497,-0.07089415146883209,-0.07089486798729848,-0.07089382171421652
2017-05-31,0.042889101398474815,0.04288656871124986,0.042891129259881734,0.042890090055327915
2017-06-30,0.0028448532703046247,0.0028485147874320335,0.002845959123893068,0.002844903338542288
2017-07-31,0.03470542799953347,0.0347035776172703,0.03470530738457799,0.03470162683283593
2017-08-31,0.01610546323542255,0.01610769821867064,0.01610702546362579,0.016106801654665322
2017-09-29,-0.02013800166993745,-0.02014234449170781,-0.020141035467158813,-0.0201406966500751
2017-10-31,-0.06696325345457461,-0.06696092536051199,-0.06696347785668597,-0.0669604965282686
2017-11-30,-0.017222233630605703,-0.01722117785722735,-0.0172232955366831,-0.017223341704505672
2017-12-29,-0.02750880561115173,-0.027503290961754457,-0.027506612897106996,-0.027506001607115714
2018-01-31,-0.04597035560355256,-0.04596356589061874,-0.04596206903990141,-0.04596066723095412
2018-02-28,0.049093809144822184,0.049101732043599806,0.049114203143640275,0.049107142087621056
2018-03-30,-0.041153100416933555,-0.04115533039822085,-0.04115531994487424,-0.041154881174345216
2018-04-27,-0.009404642718861279,-0.009405426626706462,-0.009407302456138628,-0.009406831948062688
2018-05-31,-0.10751851473256246,-0.10751851473256246,-0.10751851473256246,-0.10751851473256246
2018-06-29,0.003574894142460104,0.0035775877886921074,0.003581011542221032,0.003575325621527602
2018-07-31,-0.07958408464801818,-0.07958435042539742,-0.07958539190527608,-0.07958430772313022
2018-08-31,-0.004040054887855049,-0.00403736252045508,-0.004038635408791678,-0.004039252044719796
2018-09-28,-0.09305801910913673,-0.09306104499177002,-0.0930593177775484,-0.09306013736282856
2018-10-31,0.058309744990885926,0.05830974499088591,0.058309744990885926,0.05830974499088591
2018-11-30,-0.04160264973462146,-0.041603338002833,-0.04160303686665919,-0.04160162670659083
2018-12-28,-0.02216204968072979,-0.022170835865784604,-0.022170910400184533,-0.022169097415997603
2019-01-31,0.22407691403792923,0.22407649599014529,0.22408027693820917,0.22407839585468184
2019-02-28,0.10528801116019362,0.10528595716200143,0.10528756385934587,0.1052875097472051
2019-03-29,-0.03785599497139051,-0.037858644664092514,-0.03785775834688515,-0.037857972796202545
2019-04-30,-0.04818920053243436,-0.04819313068370884,-0.04818979325991798,-0.04819117046022222
2019-05-31,0.00620547852339493,0.006203174087627684,0.00620741951348054,0.006207824871213467
2019-06-28,-0.017189370854541818,-0.01719421504100756,-0.0171935801588661,-0.017192434345577184
2019-07-31,-0.012579207088738317,-0.012577802017332693,-0.012577307174723126,-0.012579025806537775
2019-08-30,0.01451691936251879,0.014517373100473605,0.014519494114366113,0.014519065830885141
2019-09-30,-0.0029652533678725633,-0.0029681535473966617,-0.0029681499890056055,-0.00296878319178932
2019-10-31,-0.02065721152415043,-0.02065446116441461,-0.0206541210388268,-0.020652887107091282
2019-11-29,0.08300283371740595,0.08300283371740595,0.08300283371740594,0.08300283371740595
2019-12-31,0.003786376880934988,0.0037862986497266215,0.0037894099785824044,0.0037873493279615214
2020-01-23,0.0001594167478972522,0.00015941674789725357,0.00015941674789725357,0.00015941674789725357
2020-02-28,-0.03680455624431093,-0.03680455624431093,-0.03680455624431093,-0.03680455624431092
2020-03-31,0.021922018863835456,0.021922005880986382,0.021923658962548193,0.021923026620572363
2020-04-30,0.01954879986413015,0.01954879986413015,0.019548799864130148,0.019548799864130148
2020-05-29,0.06866777145406523,0.06866777145406522,0.06866777145406522,0.06866777145406523
2020-06-30,0.13613632565827788,0.1361376270879742,0.13613248666475608,0.13613365558671123
2020-07-31,0.03606802856981388,0.03607154251211584,0.036005254812439505,0.036005139621603545
2020-08-31,-0.06768056440856535,-0.06768056440856535,-0.06768020456014298,-0.06768099867406749
2020-09-30,0.0015021099660773092,0.001502133954418803,0.001500315254606434,0.0015016957783572794
2020-10-30,0.02837301922202152,0.02836420075907512,0.02836373643776896,0.028363276421223778
2020-11-30,-0.03312992911501069,-0.03312105754386234,-0.03312584929476922,-0.03312598382377143
2020-12-31,-0.06589674176550908,-0.06588765983239794,-0.06589323403907484,-0.06588795842596835
2021-01-29,0.03456230758432806,0.03456186593127248,0.03456257946032915,0.03456129638303694
2021-02-26,0.018502049362655176,0.018494958107235594,0.01849261892490222,0.018494505600950062
2021-03-31,0.0064068438442203834,0.006401512325628754,0.006398673972500432,0.006400330621686092
2021-04-30,0.064399146979775,0.0644146642592067,0.06441007944249275,0.06440881361753654
2021-05-31,0.03586254215493251,0.035864244901181376,0.03586531942960643,0.03586591241370264
2021-06-30,0.0016846886584531797,0.0016814980839724325,0.0016828641191098872,0.0016825449447300997
2021-07-30,0.06755194897306027,0.06754863937676345,0.06754720658840187,0.06754768047658499
2021-08-31,-0.016190416600204118,-0.016192862875652057,-0.01620234907004462,-0.016202376473270406
2021-09-30,-0.021026834500970433,-0.021023214954054396,-0.021024117535549017,-0.021022608175617782
2021-10-29,0.10181692434694281,0.10182162373837182,0.10182159958462553,0.10182303709206879
2021-11-30,0.03395016105964865,0.03394668474882583,0.03394178226612178,0.033941174767727685
2021-12-31,-0.09123906614551698,-0.09124015421051379,-0.09124237161682386,-0.09124276333695036
2022-01-28,0.04580930721168064,0.04580930721168064,0.04580930721168064,0.04580930721168064
2022-02-28,-0.05045707770999062,-0.05045707770999062,-0.05045707770999062,-0.05045707770999062
2022-03-31,-0.15074994694566057,-0.1507563525480426,-0.15075505924735236,-0.15075486969197932
2022-04-29,0.10719619126605247,0.10718148084873665,0.1071808963318753,0.1071703341084442
2022-05-31,0.08004961336734136,0.08010236468424624,0.08004736427978153,0.08004073912650524
2022-06-30,0.030130439334825666,0.030109512329327747,0.0301425794925889,0.030136513530355562
2022-07-29,-0.028786426965280925,-0.02878899780212073,-0.028789847827920528,-0.0287890012889671
2022-08-31,-0.08540080065860575,-0.08539868315177535,-0.0854010532088039,-0.08540184980289824
2022-09-30,0.034353363514415994,0.03435026897925979,0.034352889242777254,0.03435101026798081
2022-10-31,0.08018315139433149,0.0801817376592323,0.08018328020659594,0.08018243553925436
2022-11-30,-0.04005086317402297,-0.04005086317402297,-0.04005086317402297,-0.04005086317402297
2022-12-30,0.079502442265899,0.07950635573175678,0.07950528832220331,0.07950431391014516
2023-01-31,0.029825541712566572,0.02982058945904601,0.029820426190259652,0.029819874185897238
2023-02-28,-0.012416868141545207,-0.012414026237015287,-0.012414346819242483,-0.012415211742627202
2023-03-31,-0.029464761644392812,-0.029464019672346787,-0.029464527287605423,-0.029464299652130665
2023-04-28,0.0012748877892351479,0.0012764918955103948,0.0012730616544112602,0.0012729171288889732
2023-05-31,0.024779836000157207,0.024776847913815847,0.024788043800546087,0.024786384071446548
2023-06-30,0.011252573162961198,0.011231122225703268,0.011107844044936931,0.011117762563963284
2023-07-31,-0.04178900762288942,-0.04179057999928969,-0.04179065829471085,-0.041790519300680305
2023-08-31,0.0009512260896351891,0.0009528793228048081,0.0009525560932606078,0.0009511863243902331
2023-09-28,-0.010173794113765663,-0.010173524977951895,-0.01017428004365832,-0.010174431208680926
2023-10-31,0.05179973431842634,0.05179973431842633,0.05179973431842634,0.05179973431842633
2023-11-30,-0.008378848207104377,-0.008378848207104375,-0.008378848207104377,-0.008378848207104375
2023-12-29,-0.18440743856130187,-0.18440508495855426,-0.1844078641481259,-0.1844085982129563
2024-01-31,0.05767048248836446,0.0576707990265725,0.057671665448602125,0.05767697946714308
2024-02-29,0.04109173491344055,0.041096028300335985,0.04110081221976969,0.04108761027963099
2024-03-29,-0.018913429921874496,-0.018902040725551177,-0.018933376304095688,-0.01893063347318469
2024-04-30,-0.011840273393685178,-0.011841213949135326,-0.011840996081531068,-0.011840863949303549
2024-05-31,-0.0836735649688483,-0.08367329487032252,-0.08367301110258928,-0.08367302874985791
2024-06-28,0.010912012444901817,0.010902971905113665,0.010909680369020933,0.010906270151221503
2024-07-31,-0.03753325777952634,-0.037535354424070244,-0.03753607458759496,-0.037536930293469745
2024-08-30,0.23487333310470154,0.23487114171733814,0.23487391354474876,0.23487267962412792
2024-09-30,0.09226493867716756,0.09226493867716758,0.09226493867716756,0.09226493867716756
2024-10-31,0.0555663629399736,0.055564320456413616,0.05555834071015463,0.05556457013511078
